name,aff_no,state,district,address,pincode,ph_no,email,website,status
SAHIBZADA AJIT SINGH PUBLIC SCHOOL,1630720,PUNJAB,FEROZEPUR,V.P.O-BAZEEDPUR,152001,011,bazeedpur@yahoo.com,,Secondary School
ST STEPHEN'S PUBLIC SCHOOL,930658,KERALA,PATHANAMTHITTA,KUDASSANAD PO PATHANAMTHITTA DISTT KERALA,689512,04734,lipcyreji@gmail.com,http://www.suprabhat.ac,Senior Secondary
GLOBAL SCHOOL,1130399,MAHARASHTRA,LATUR,AT/P- LODGA,413512,,parvejpatel@gmail.com,http://www.phoenixfoundation.in,Secondary School
CAPSTONE HIGH,830670,KARNATAKA,BANGALORE,"# 164, NH-4 KOLAR HIGHWAY, OPP. MVJ MEDICAL COLLEGE, HOSAKOTE,",562114,,hos@capstonehigh.com,http://www.capstonehigh.com,Secondary School
NARAYAN INTERNATIONAL SCHOOL,2132703,UTTAR PRADESH,HATHRAS,VILL-ABHAYPURA,281302,,singhneetu29@rediffmail.com,http://www.narayangroup.org,Secondary School
DAFFODIL PUBLIC SCHOOL,2730651,DELHI,NORTH WEST DELHI,"PREM COLONY, BAWANA ROAD, NARELA DELHI-110040",110040,,rptyagi92122@gmail.com,http://daffodilpublicschool.in/,Senior Secondary
TAGORE PUBLIC SCHOOL,530106,HARYANA,KURUKESHTRA,PEHOWA DISTT KURUKSHETRA HARYANA,132118,01741,shoby8284@yahoo.in,,Senior Secondary
KAUTILYA EDUCATION ACADEMY,1030483,MADHYA PRADESH,SHAJAPUR,A.B.ROAD,465441,,keb781@gmail.com,,Senior Secondary
CAREER POINT WORLD SCHOOL,3330209,CHATTISGARH,BILASPUR,"BESIDE RADHA SOAMI SATSANG BEAS, DHEKA-MASTURI ROAD,",495001,,pricipal@cpwsbilaspur.com,http://www.cpbilaspur.com,Senior Secondary
APEX INTERNATIONAL SCHOOL,1730076,RAJASTHAN,JAIPUR,LAL KOTHI SCHEME TONK ROAD JAIPUR RAJASTHAN,302015,,principal@apexedu.org,,Senior Secondary
KESAV VIDYA PEETH,1030175,MADHYA PRADESH,INDORE,VIVEKANANDAPURAM RAMKRISHAN MARG GRAM CHHOTA BANGDADA INDORE MADHYA PRADESH,452005,0731,rahulcoolrd@gmail.com,http://www.kvpindore.org,Senior Secondary
VIVEK VIDYALAYA,3430153,JHARKHAND,EAST SINGHBHUM,CHHATA GOVINDPUR JAMSHEDPUR  JHARKHAND,831015,0657,hussain8958@yahoo.co.in,,Senior Secondary
GOVT.FCS ADARSH SR. SEC. SCHOOL,1670013,PUNJAB,,"JANDIALA, DISTT. SBS NAGAR, NAWANSHAHAR, PUNJAB",143109,,amit.kaushal@rediffmail.com,,Senior Secondary
MAHARISHI VIDYA MANDIR,1130092,MAHARASHTRA,BHANDARA,"BELA, DISTT BHANDARA, MAHARASHTRA",441904,0120,mvmbhd@rediffmail.com,,Senior Secondary
MODERN ENGLISH MEDIUM SCHOOL,930162,KERALA,KANNUR,KANHIRANGAD TALIPARAMBA KANNUR DISTT. KERALA,670142,0498,modernsecondarys@gmail.com,,Secondary School
SARVODAYA VIDYALAYA,2750156,DELHI,,"H-BLOCK, SAWADA, GHEVRA COLONY",141326,011,1413267zone13@gmail.com,,Senior Secondary
GOVT SECONDARY SCHOOL,2220115,ARUNACHAL PRADESH,,DARAK DT- WEST SIANG ARUNACHAL PRADESH,,,,,Secondary School
R.G. PUBLIC SCHOOL,2132298,UTTAR PRADESH,MUZAFFARNAGAR,BEHRA SADAT,251316,01398,principal23rgps@gmail.com,,Secondary School
JINDAL PUBLIC SCHOOL,2730238,DELHI,SOUTH WEST DELHI,"DASHRATH PURI PALAM ROAD, DISTT SOUTH WEST DELHI, NEW DELHI",110045,011,principal@jps.net.in,,Senior Secondary
"DASHMESH PUBLIC SCHOOL, MG ROAD AMBIKAPUR",3330145,CHATTISGARH,SURGUJA,DASHMESH PUBLIC SCHOOL MANENDRAGARH ROAD PATPARIA AMBIKAPUR SURGUJA CHATTISGARH- 497001,497001,,shrivastavaarti8974@gmail.com,,Senior Secondary
CITY PUBLIC HIGH SCHOOL,1030628,MADHYA PRADESH,GUNA,"SHANKARPUR MAGARDA,GUNA, MADHYA PRADESH",473331,,naveenjcps9@gmail.com,,Secondary School
RAM KISHAN GOVT. SARVODAYA BOYS SR,2754004,DELHI,,SEC SCHOOL MADANPUR KHADAR NEW DELHI,110076,011,rkgsbvmadanpurkhadar@gmail.com,,Senior Secondary
MAHALA RESIDENTIAL PUBLIC SCHOOL,1730222,RAJASTHAN,SIKAR,KHATU SHYAM JI ROAD REENGUS DISTT SIKAR RAJASTHAN,332404,01575,schoolmrps@gmail.com,,Senior Secondary
MAJOR INDER SINGH PUBLIC SCHOOL,1631205,PUNJAB,JULLUNDUR,"V.P.O. MOTIPUR, TEHSIL SHAHKOT,DISST. JALANDHAR",144702,,majorindersinghschool@gmail.com,,Secondary School
S.B. PATIL PUBLIC SCHOOL,1130534,MAHARASHTRA,PUNE,"S.NO.110,GAT NO 1, RAVET, PUNE",412101,,madhugairola@yahoo.com,http://www.sbpatilschool,Secondary School
SANJOS METROPOLITAN SCHOOL,930594,KERALA,KANNUR,THALASSERY HOLLOWAY ROAD NEAR CIVIL COURT KANNUR KERALA,670101,0490,sanjosthalassery@gmail.com,,Senior Secondary
SAANDEEPANI NATIONAL PUBLIC SCHOOL,830807,KARNATAKA,CHICKMAGALUR,GEJJEGONDANAHALLI,577547,,sandeepaninationalpublicschool@gmail.com,http://www.sandeepanipublicschools.in,Secondary School
RICHMONDD GLOBAL SCHOOL,2730588,DELHI,WEST DELHI,"NS RD, OPP INDER ENCLAVE, MIANWALI NAGAR, PASHIM VIHAR",110087,,kiransehajpal@rediffmail.com,http://www.richmonddglobalschool.edu.in,Senior Secondary
GYANSTHALI ACADEMY,2132839,UTTAR PRADESH,AURAIYA,"ACHHALDA ROAD,BIDHUNA",206243,,gsabidhuna@gmail.com,http://www.gyansthaliacademybidhuna.com,Secondary School
JAWAHAR NAVODAYA VIDYALAYA,3540004,UTTARAKHAND,,TARIKHET (RANIKHET) DISTT ALMORA UTTARANCHAL,263663,01372,jnvalmora123@gmail.com,,Senior Secondary
SRRI SPK PUBLIC SCHOOL,1930260,TAMILNADU,NAMAKKAL,"KADACHANALLUR VILLAGE, TIRUCHENGODU TALUK, NAMAKKAL DISTRICT, TAMILNADU STATE, PIN-638 008.",638008,0385,principal.cbse@spkschools.com,http://www.spkschools.com,Senior Secondary
QUEEN MARY'S SCHOOL,1730495,RAJASTHAN,AJMER,"RAM NAGAR, PUSHKAR ROAD,AJMER",305001,,chowdhary.akshat2011@gmail.com,,Senior Secondary
S R PUBLIC SCHOOL,830252,KARNATAKA,UDUPI,"KINNIGUDDE, UDUPI RD, HEBRIO, TQ KARKALA, DISTT UDUPI",576112,07109,vanithashedthi@gmail.com,,Secondary School
MASCOT PUBLIC SCHOOL,2131596,UTTAR PRADESH,BIJNOUR,"SHADIPUR NEHTAUR NOORPUR ROAD, DISTT BIJNOR",246733,,ramautarsingh42@gmail.com,,Secondary School
UDALGURI MAHARISHI VIDYALAYA,230161,ASSAM,DARRANG,"VILL- HARPUR,
P.O. UDALGURI 
DIST. UDALGURI(EARLIER DARRANG)
BTAD, ASSAM
PIN- 784509",784509,,principal_umv@rediffmail.com,,Secondary School
BHARTIYA VIDYA BHAVAN'S SMT MANIBEN KASHIBHAI PATEL SCHOOL,430077,GUJARAT,KHEDA,"NEAR NARSANDA VADTAL CROSSING NH NO 8 NARSANDA , DISTT KHEDA GUJARAT",387345,0268,bvb_nadiad@yahoo.com,http://www.bhavansnadiad.org,Secondary School
DELHI PUBLIC SCHOOL,2430083,WEST BENGAL,,PO PRADHAN NAGAR SILIGURI WEST BENGAL,734403,0353,das_sp@rediffmail.com,,Senior Secondary
"R.C.D. PUBLIC SCHOOL, SHIVRAJPUR, KOTDWARA, GARHWAL",3530264,UTTARAKHAND,PAURI GARHWAL,"SHIVRAJPUR, KOTDWARA, GARHWAL, PAURI GARHWAL,",246149,0562,rcdps.subhash@yahoo.com,,Senior Secondary
GOVT SEC SCHOOL,1820116,SIKKIM,WEST DISTRICT,KHANISERBANG WEST SIKKIM,737126,+91,tilaksharma1144@gmail.com,khanisirbongwestsikkim.in,Secondary School
MODEL ACADEMY,730068,JAMMU & KASHMIR,JAMMU,B.C ROAD,180001,,principal@modelacademy.in,http://www.modelacademy.in,Senior Secondary
KMC PUBLIC SCHOOL,1930226,TAMILNADU,COIMBATORE,"""KMC GARDENS"", KANAKKAMPALAYAM MAIN ROAD, DISTT COIMBATORE, TAMILNADU",641666,044,principal@kmcpublicschool.org,http://www.kmcpublicschool.org,Senior Secondary
G.S. PUBLIC SCHOOL,2132026,UTTAR PRADESH,AGRA,"ABIDGARH, KHANDAULI, AGRA, UP",283126,,gspabid@gmail.com,http://www.gspschool.com,Senior Secondary
GOVT SEC SCHOOL,2520081,ANDAMAN & NICOBAR,,JIRKATANG 2 SOUTH ANADAMAN PORT BLAIR,744206,,ramnarayan.andaman@gmail.com,,Secondary School
GHANASHAYM HEMALATA VIDYA MANDIR,1530063,ODISHA,PURI,R J VIHAR PO CHHAITANA PURI ORISSA,752002,0135,ghvm.puri@gmail.com,http://www.devyaniinternation.com,Senior Secondary
PEPSU INTERNATIONAL PUBLIC SCHOOL,1631036,PUNJAB,PATIALA,147001,147003,,pepsuschool@gmail.com,http://www.pepsuschool.co.in,Secondary School
GOVT SARVODAYA GIRLS SR SEC SCHOOL,2764009,DELHI,,SCHOOL NO.2 EAST OF KAILASH NEW DELHI,110065,,sudesh0606@gmail.com,,Senior Secondary
MODERN INTERNATIONAL SENIOR SECONDARY SCHOOL,531147,HARYANA,FARIDABAD,"VILLAGE-JASANA, PO-BADARPUR SAYD, FARIDABAD, HARYANA",121002,,moderngroup007@gmail.com,,Senior Secondary
JEEVA JYOTI HIGHER SECONDARY SCHOOL,1030813,MADHYA PRADESH,HOSHANGABAD,BARAKHAD KALA TEHSIL SEONI MALWA,461223,,jyotie0.panicker@gmail.com,http://www.jeevajyoti.com,Secondary School
"WMO ENGLISH ACADEMY, VELLAMUNDA",931194,KERALA,WAYANAD,"VELLAMUNDA POST
WAYANAD DT
KEREALA
670 731",670731,,zaharatasneem30@gmail.com,,Secondary School
ST. XAVIERS HIGH SCHOOL,2130898,UTTAR PRADESH,VARANASI,"LEDHUPUR, VARANASI",842002,0120,prashanttiwary13@rediffmail.com,,Senior Secondary
SRI PRAKASH VIDYA NIKETAN,130378,ANDHRA PRADESH,VISAKHAPATNAM,"KAPULUPPADA, BHEEMUNIPATNAM MANDAL, VISAKHAPATNAM,",531163,,info@sriprakashschools.com,,Secondary School
D.A.V. POLICE PUBLIC SCHOOL,531112,HARYANA,PANIPAT,"POLICE LINE, G.T. ROAD, PANIPAT",132103,,sinha.anupama94@gmail.com,http://www.davppspanipat.in,Senior Secondary
B N RASTOGI GIRLS SR SEC SCHOOL,2788037,DELHI,,BHAGIRATH PALACE DELHI,110006,011,,,Senior Secondary
SWAMI VIVEKANAND HIGHER SECONDARY SCHOOL,1030767,MADHYA PRADESH,SHIVPURI,VILLAGE KANKAR SATANWADA SHIVPURI,473551,,dhirajs147@gmail.com,,Senior Secondary
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320208,CHATTISGARH,RAIGARH,"KUNJARA, DISTT, RAIGARH, CHHATTISGARH",493888,0703,davmpskunjara@gmail.com,,Secondary School
JSS PUBLIC SCHOOL,2131869,UTTAR PRADESH,GAUTAM BUDH NAGAR,"A-104A, SECTOR-61, DADRI, NOIDA, GAUTAM BUDH NAGAR,",201301,,nainasgh@yahoo.com,,Secondary School
INDIAN CENTRAL SCHOOL,5930008,FOREIGN SCHOOLS,KUWAIT,PO BOX 54117 CODE NO 82858 JALEEB AL SHYOUKH KUWAIT,,00965,marianancydgl@yahoo.com,http://www.icskwt.com,Senior Secondary
D P MODERN PUBLIC SCHOOL,2130534,UTTAR PRADESH,GHAZIABAD,RAM PARK LONI GHAZIABAD UTTAR PRADESH,201102,0591,dpmodernsec@gmail.com,http://www.mgneducationaltrust.org,Senior Secondary
H.A.ENGLISH SCHOOL,1530231,ODISHA,SUNDARGARH,"AMINABAD, NEAR ASHIYANA COLONY",770036,,principal.haes@gmail.com,http://www.uewtrkl.com,Secondary School
NARAYANA E-TECHNO SCHOOL,830552,KARNATAKA,BANGALORE,"A.N.R COMPLEX, RAMMURTHYNAGAR,
BANGALORE-43",560016,,jayanthirk@gmail.com,http://www.narayanagroup.com/,Secondary School
ST. MARY'S BETHANY PUBLIC SCHOOL,930938,KERALA,ALAPPUZHA,"KPAC, KALLUMMOODU, KAYAMKULAM, KERALA.",690502,01975,brijittasic@gmail.com,,Secondary School
BUDHA DAL PUBLIC SCHOOL,1630124,PUNJAB,PATIALA,PATRAN ROAD SAMANA DISTT PATIALA PUNJAB,147101,01764,harpreetbdps@gmail.com,,Senior Secondary
RAMKRISHNA CHILDRENS ACADEMY,330618,BIHAR,BEGUSARAI,"AT - CHITRAGUPTA NAGAR, POKHARIA, PO & DIST - BEGUSARAI",851101,,mukeshkrrca@gmail.com,,Secondary School
SHISHU NIKETAN PUBLIC SCHOOL,530734,HARYANA,PANCHKULA,"SECTOR 5, MDC, PANCHKULA",134109,0499,ranjnabakshi@gmail.com,,Secondary School
GOLDEN VALLEY PUBLIC SCHOOL,630217,HIMACHAL PRADESH,SOLAN,"H.B., PHASE II, CHAKKAN ROAD,",173205,,rupinder_in@yahoo.in,http://www.gvpsbaddi.com,Secondary School
SRI VIJAY VIDYASHRAM,1930771,TAMILNADU,KRISHNAGIRI,"OLD ASTC, HUDCO,",635109,,vijayvidyashram.excellence@yahoo.in,http://www.vijayvidyalaya.com/,Secondary School
JIYA LAL MITTAL D.A.V. PUBLIC SCHOOL,1630562,PUNJAB,GURDASPUR,"V.P.O. HAYAT NAGAR, KALANAUR ROAD",143521,01882,rbharti2008@gmail.com,http://www.jlmdav.com,Senior Secondary
CARMEL CONVENT GIRLS HIGHER SECONDARY SCHOOL,1030051,MADHYA PRADESH,BHOPAL,B H E L GOVINDPURA BHOPAL MADHYA PRADESH,462023,00977,carmelbhel@yahoo.co.in,http://www.gseschool.org,Senior Secondary
ST TERESA CONVENT SCHOOL,530700,HARYANA,PANCHKULA,"SECTOR 25, PANCHKULA",134106,,shelleychugh@gmail.com,,Senior Secondary
LITERA VALLEY SCHOOL,330258,BIHAR,PATNA,"NAYA TOLA, BHAGWAT NAGAR, KUMHRAR,",800026,,principal@literavalleyschool.in,,Senior Secondary
GOVT HR SEC SCHOOL,2220010,ARUNACHAL PRADESH,LOHIT,NAMSAI DT- LOHIT ARUNACHAL PRADESH,792103,03806,principalghssnamsai@gmail.com,http://www.ghssnamsai.com,Senior Secondary
L C R T PUBLIC SCHOOL,530381,HARYANA,PANIPAT,GOHANA ROAD PANIPAT HARYANA,132103,0124,rajivsharma196@gmail.com,http://www.bluebells.g,Senior Secondary
MAHARISHI PATANJALI VIDYA MANDIR,2130087,UTTAR PRADESH,ALLAHABAD,2 STANLEY ROAD TELIERGANJ P O PRAYAG ALLABHABAD UTTAR PRADESH,211004,0532,sushmita.kanungo@rediffmail.com,,Senior Secondary
CHINMAYA VIDYALAYA,930031,KERALA,THRISSUR,"CHINMAYA GARDENS KOLAZHY P.O., DISTT THRISSUR KERALA",680010,0487,chinvidhya@gmail.com,http://www.cirschool.org,Senior Secondary
LUV DALE SENIOR SCHOOL,1630298,PUNJAB,AMRITSAR,RANJIT NAGAR LOKARO ROAD AMRITSAR PUNJAB,143001,01675,luvdaleschool@yahoo.co.in,,Senior Secondary
SURYANSH PUBLIC SCHOOL,2131456,UTTAR PRADESH,MORADABAD,"SURYANSH PUBLIC SCHOOL, SURYANSH GOLF LINKS, MAIN MORADABAD, RAMPUR NATIONAL HIGHWAY NO. 24, MORADABAD, UP",244001,,kkshukla76@gmail.com,,Secondary School
ROYAL ACADEMY,2132567,UTTAR PRADESH,MUZAFFARNAGAR,"NH-58, BYEPASS, PACHENDA CHOWK",251001,,arunima77panwar@gmail.com,,Secondary School
ROYAL PUBLIC SR. SEC. SCHOOL,530677,HARYANA,GURGAON,VPO WAZIRPUR GURGAON,123505,,drvijaysinghchauhan71@gmail.com,,Senior Secondary
JAWAHAR NAVODAYA VIDYALAYA,440008,GUJARAT,SURENDRANAGAR,DHRANGADHRA DISTT. SURENDRANAGAR GUJARAT,363310,04575,anil.kamble68@gmail.com,,Senior Secondary
KENDRIYA VIDYALAYA,700006,JAMMU & KASHMIR,UDHAMPUR,SALAL H E PROJECT JYOTIPURAM UDHAMPUR DISTT JAMMU & KASHMIR,182312,0177,principalkvjyt@gmail.com,,Senior Secondary
EKLAVYA MODEL RESIDENTIAL SCHOOL,2020002,TRIPURA,,KHUMULWNG JIRNIA WEST TRIPURA,795150,0381,matilalpal2012@gmail.com,,Senior Secondary
MANNAM MEMORIAL RESIDENTIAL PUBLIC SCHOOL,930544,KERALA,KOLLAM,VALATHUNGAL KOLLAM DISTT KERALA,691018,0474,babunairmadhavakurup@gmail.com,http://www.kunilschool.co,Senior Secondary
SWAMI VIVEKANAND GOVERNMENT MODEL SCHOOL,1720121,RAJASTHAN,KARAULI,"NANDIPUR, TODABHIM, DISTT. KARAULI, RAJASTHAN-321611",,,sureshmundari@gmail.com,,Secondary School
CHINMAYA VIDYALAYA,930012,KERALA,PALAKKAD,"PALLAVUR P.O PALGHAT , PALAKKAD DIST. KERALA",678688,0492,jayankambrath@gmail.com,,Senior Secondary
SUTLEJ PUBLIC SR SEC SCHOOL,1630276,PUNJAB,LUDHIANA,VILLAGE HAWAS RAHOON ROAD LUDHIANA PUNJAB,141007,0161,satwinder.kaur1955@gmail.com,,Senior Secondary
ASCENT PUBLIC SCHOOL,330561,BIHAR,MADHUBANI,"VILLAGE - PRASAD, POST- BANKI, DISTT- MADHUBANI, BIHAR",847408,,chamankumarlal@gmail.com,,Secondary School
SHIKSHANTARAN HIGH SCHOOL,2730774,DELHI,WEST DELHI,"JAI VIHAR PHASE - II, DICHAON KALAN,",110043,,nkmahajanfca@gmail.com,,Secondary School
MGM ENGLISH MEDIUM HIGHER SECONDARY SCHOOL,1030358,MADHYA PRADESH,HOSHANGABAD,"POST BOX NO.2, RAISALPUR, ITARSI, HOSHANGABAD, MADHYA PRADESH",455118,080,shiboosir@rediffmail.com,http://www.mgmschoolitarsi.com,Senior Secondary
LORD MAHAVIR JAIN PUBLIC SCHOOL,530239,HARYANA,AMBALA,RAI MARKET AMBALA CANTT. HARYANA,133001,0171,ruchilmjps@rediffmail.com,,Senior Secondary
RED ROSE SCHOOL,2130159,UTTAR PRADESH,LUCKNOW,RAJAJI PURAM AWAS VIKAS COLONY LUCKNOW UTTAR PRADESH,226001,04829,rrsss.rjp@gmail.com,http://lisieuxschool.com,Senior Secondary
VIDYASTHALI PUBLIC SCHOOL,1730381,RAJASTHAN,DAUSA,"N.H. 11, NANGAL BAIRSI ROAD, DAUSA",303303,07462,vidyasthali@yahoo.in,http://www.vidyasthali.com,Senior Secondary
NEW WELKIN PUBLIC SCHOOL,2131320,UTTAR PRADESH,MUZAFFARNAGAR,BHOPA ROAD JATH MUJHEDA,251001,,mksharma6781@gmail.com,,Senior Secondary
SANT BABA NIDHAN SINGH JI PUBLIC SCHOOL,1630627,PUNJAB,JULLUNDUR,"TAHLI SAHIB ROAD , KARTARPUR",144801,044,kanwaljeetsandhu983@gmail.com,,Secondary School
M E S PUBLIC SCHOOL,930389,KERALA,KANNUR,PANOOR KAIVELIKKAL PO PUTHUR DISTT KANNUR KERALA,670692,0490,cmmurali27@gmail.com,,Senior Secondary
SHATABDI PUBLIC SCHOOL,330113,BIHAR,GAYA,KATARI HILL ROAD GAYA BIHAR,823001,0631,eajazkarim73@gmail.com,http://www.nathvalleyscho,Senior Secondary
WEST POINT MODEL SCHOOL,2730317,DELHI,WEST DELHI,"OM VIHAR PHASE III UTTAM NAGAR, DISTT WEST DELHI, NEW DELHI",110059,011,handoopushpa@gmail.com,,Senior Secondary
AMBIKA PRASAD MEMORIAL PUBLIC SCHOOL,2132177,UTTAR PRADESH,UNNAO,"RAJDHANI MARG, OPP. AWADH GRAMIN BANK, SHUKLA GANJ, UNNAO, U.P.",208002,,daphanelemeur11@gmail.com,,Secondary School
SANT PREM SINGH SR. SEC. SCHOOL,531091,HARYANA,AMBALA,"VILLAGE UGALA
DISTT. AMBALA",133205,,santpremsingh@gmail.com,,Senior Secondary
ST. MARYS SCHOOL,230112,ASSAM,SONITPUR,"TEENMILE, KHALIA BHOMA P.O SONITPUR DIST. TEZPUR 784004",784004,0495,maryhasda@gmail.com,,Secondary School
ST. JOSEPHS PUBLIC SCHOOL POLLETHAI,931257,KERALA,ALAPPUZHA,"POLLETHAI P.O.,",688522,,stjosephspollethai@gmail.com,,Secondary School
RAJAJI VIDYALAYA,1930061,TAMILNADU,TIRUCHIRAPALI,35-B  TENNUR HIGH ROAD TENNUR TRICHY TAMIL NADU,620017,0431,rajajiprincipal1930061@gmail.com,http://www.hindisabhatrichy.com,Secondary School
THE AARYANS,2131045,UTTAR PRADESH,MEERUT,"62 KM STONE NH-58
JATAULI
MEERUT",250001,07767,principal@theaaryans.com,http://www.theaaryans.com,Senior Secondary
XAVIER SCHOOL,830232,KARNATAKA,RAICHUR,"LOYOLA NAGAR
POST BOX NO.8
MANVI 584123",584123,,jeevansj@gmail.com,,Secondary School
CHANDRA SEKHAR ACADEMY,1530208,ODISHA,PURI,"AT-CHANDRASEKHAR SQUARE,PURI KONARK MARINE DRIVE ROAD,BALIGHAI,PURI-752002",752002,,amittapattnaik@gmail.com,,Senior Secondary
KUNIL ILMU ACADEMY,830533,KARNATAKA,MANGALORE,"NATEKALLU, ASAIGOLI POST, MANJNADY VILLAGE, MANGALORE - 574199",574199,,jyothikshetty08@gmail.com,,Secondary School
"DESH BHAGAT GLOBAL SCHOOL ,",1630979,PUNJAB,FATEHGARH,"VILL-SOUNTI
AMLOH ROAD ,MANDI GOBINDGARH",147301,,vinnyjahu74@gmail.com,http://www.deshbhagatglobalschool.com,Secondary School
"MODERN INTERNATIONAL SCHOOL, GANGAPUR",1130624,MAHARASHTRA,AURANGABAD,"MANJRI PHATA, VAIJAPUR ROAD,",431109,,mis.gangapur@gmail.com,,Secondary School
JAGRITI PUBLIC SCHOOL,2430136,WEST BENGAL,MURSHIDABAD,"VILL-KATNA, P.O.-NABADURGA
P.S.-BURWAN
DIST.- MURSHIDABAD
PIN.-742168 WEST BENGAL",742168,0591,principal.jps05@gmail.com,,Senior Secondary
GOVT GIRLS SEC SCHOOL,2762045,DELHI,,ASHOK NAGAR MANDOLI ROAD SHAHDARA DELHI,110093,011,ggss.ashoknagar93@gmail.com,,Secondary School
PARAMHANSA SENIOR SECONDARY SCHOOL,531443,HARYANA,FARIDABAD,"VILL.& P.O. KHERI KALAN ,SEC-84 ,GREATER FARIDABAD.",121002,,paramhansaschool@gmail.com,http://wwwparamhansaschool.com,Senior Secondary
TAJ GLOBAL ACADEMY,1730773,RAJASTHAN,SIKAR,VILLAGE DHANANI,332318,,tajglobelacademy@gmail.com,http://www.tajglobalacademy.com,Secondary School
MARIGOLD PUBLIC SCHOOL,2130601,UTTAR PRADESH,GAUTAM BUDH NAGAR,DHADHA SIRSA MARG PO KASNA GREATER NOIDA UTTAR PRADESH,201308,0120,principal@mpsgnoida.com,,Senior Secondary
KENDRIYA VIDYALAYA,1000027,MADHYA PRADESH,SHAHDOL,JAMUNA COLLIERY DISTT ANUPPUR MADHYA PRADESH,484444,07658,akashokj175@gmail.com,http://kvsecljamuna.com,Senior Secondary
JANADEEPA SCHOOL,830077,KARNATAKA,SHIMOGA,10 KM SHIMOGA HOLEHNNUR ROAD B BEERNAHALLI CROSS SHIMOGA DISTT JAVALLI KARNATAKA,577227,08282,sunishreem@gmail.com,,Senior Secondary
B K BAJORIA SCHOOL,1330003,MEGHALAYA,EAST KHASI HILLS,BOYCE ROAD SHILLONG MEGHALAYA,793001,0744,babianglinmajaw@gmail.com,,Senior Secondary
VIVEK HIGH SCHOOL,2630029,CHANDIGARH,CHANDIGARH(UT),SECTOR-38B CHANDIGARH,160036,0172,vivek@vivekhighschool.in,http://www.vivekhighschoo,Senior Secondary
GEETA SR SEC SCHOOL NO-2,2776007,DELHI,,J J COLONY SULTANPURI DELHI,110041,,surendra.pal.sharma.59@gmail.com,,Senior Secondary
SI-DONYI PUBLIC SCHOOL,2230059,ARUNACHAL PRADESH,UPPER SUBANSIRI,"P.O. DAPORIJO, TRANSPORT COLONY",791122,,secysdp@gmail.com,,Secondary School
DELHI PUBLIC SCHOOL,3330010,CHATTISGARH,KORBA,POST PRAGATI NAGAR N T P C JAMNIPALI KORBA CHHATTISGARH,495680,0821,satish.dpskorba@gmail.com,http://www.bharanividhyalaya.org,Senior Secondary
THE STUDY,1730081,RAJASTHAN,UDAIPUR,"BADI VILLAGE, UDAIPUR RAJASTHAN",313004,0294,dkg_rj@rediffmail.com,http://www.thestudyudr.com,Senior Secondary
SHRI VIDHYA SAGAR PUBLIC SCHOOL,1030479,MADHYA PRADESH,DEWAS,KHATEGAON DEWAS MP,455336,06531,alokjainharda@gmail.com,,Senior Secondary
RISE & SHINE CONVENT SCHOOL,3330197,CHATTISGARH,DURG,"MOTINPUR ROAD
DHAMDHA",491331,,wadhawan.vishal2@gmail.com,http://www.risenshineschool.in,Senior Secondary
AWASIYA PUBLIC SCHOOL,2132690,UTTAR PRADESH,LUCKNOW,"RAJNI KHAND-6, SHARDA NAGAR, RAIBARELI ROAD, LUKCNOW",226002,,awasiyapublicschool@yahoo.com,http://www.awasiyapublicschool.org,Secondary School
PRESIDIUM SCHOOL,2730635,DELHI,NORTH DELHI,"PS-2,C-3,PH-2ASHOK VIHAR, NEW DELHI-110052",110052,,cb.mishra@presidiumonline.com,,Senior Secondary
DHANAPAL P.KHEMALAPURE CENTRAL SCHOOL BELLAD BAGEWADI TQ HUKKERI(REVENUE VILLAGE JAGANUR TQ CHIKODI),830658,KARNATAKA,BELGAUM,"BHARATESH GURUKUL, STATION ROAD,BELLAD BAGEWADI",591305,,santosh.adagall@gamil.com,http://www.cbse.nic.in,Middle Class
MAJLIS ENGLISH MED SCHOOL,930662,KERALA,KASARGUD,MANHAMPARA KUNTAR PO MULLERIYA VIA KASARGOD DISTT KERALA,671541,04994,manoharan0282@gmail.com,,Secondary School
SHREEMANT SHIVAJIRAJE ENGLISH MEDIUM SCHOOL,1130407,MAHARASHTRA,SATARA,A/P JADHAVWADI TALIKA PHALTAN DISTRIK SATARA,415523,,minal.s.dixit@gmail.com,,Secondary School
RBK GLOBAL SCHOOL,1130574,MAHARASHTRA,THANE,"INDRALOK PHASE VI, BHAYANDER EAST,",401105,,principal@rbkglobalschool.org,http://www.rbkglobalschool.org,Middle Class
SANSKAR VALLEY SCHOOL,1631166,PUNJAB,HOSHIARPUR,RAKRI HAAR DATARPUR,144222,,sanskarvalley2011@gmail.com,,Secondary School
BHAGMANI CHANDRAVANSI PUBLIC SCHOOL,3430307,JHARKHAND,PALAMAU,"AT: NAWADIHKAKA, BISHRAMPUR,DIST: PALAMU, JHARKHAND",822132,,info.bcps2010@gmail.com,http://www.bcpsbishrampur.org,Secondary School
KIDDY'S CORNER HR SEC SCHOOL,1030123,MADHYA PRADESH,GWALIOR,SHIVPURI ROAD GWALIOR MADHYA PRADESH,474009,,mahesjain2012@gmail.com,,Senior Secondary
RAO MAN SINGH SR SEC SCHOOL,2730167,DELHI,SOUTH WEST DELHI,ROSHAN PURA  PAPRAWAT ROAD NAJAFGARH NEW DELHI,110043,011,raomansinghschool1989@gmail.com,,Senior Secondary
